# t alphaD area se kMix epsMix kC kD epsC epsD ReLambdaC ReLambdaD uAvgCx uAvgCy uAvgCz uAvgDx uAvgDy uAvgDz
4.5800000000000001e+00 6.5890080000000004e-02 1.9670509999999999e+02 2.7111290000000000e-02 9.4111319999999998e-01 3.5087620000000003e-01 1.0001230000000001e+00 1.0450150000000000e+00 3.4710890000000000e-01 4.0428350000000002e-01 9.9756209999999996e+01 9.6582539999999995e+00 2.2739820000000001e-02 1.0980699999999999e-02 -2.4877770000000000e-02 -2.4105510000000000e-02 -2.3296090000000000e-01 -5.4450470000000001e-02
4.5899999999999999e+00 6.5889950000000003e-02 1.9684320000000000e+02 2.7130319999999999e-02 9.4110839999999996e-01 3.5086630000000002e-01 1.0001210000000000e+00 1.0446009999999999e+00 3.4710760000000002e-01 4.0415340000000000e-01 9.9756180000000001e+01 9.6559810000000006e+00 2.2726159999999999e-02 1.0987200000000001e-02 -2.4859780000000001e-02 -2.4077879999999999e-02 -2.3232530000000001e-01 -5.5851409999999997e-02
4.5999999999999996e+00 6.5889809999999993e-02 1.9698720000000000e+02 2.7150170000000001e-02 9.4110039999999995e-01 3.5084280000000001e-01 1.0001220000000000e+00 1.0440220000000000e+00 3.4710289999999999e-01 4.0386349999999999e-01 9.9756919999999994e+01 9.6540940000000006e+00 2.2718660000000002e-02 1.1002780000000000e-02 -2.4848410000000001e-02 -2.4165770000000000e-02 -2.3180990000000001e-01 -5.7167780000000001e-02
4.6100000000000003e+00 6.5889669999999997e-02 1.9708690000000001e+02 2.7163909999999999e-02 9.4110090000000002e-01 3.5084219999999999e-01 1.0001249999999999e+00 1.0432189999999999e+00 3.4711490000000000e-01 4.0368450000000000e-01 9.9755539999999996e+01 9.6488099999999992e+00 2.2713379999999998e-02 1.1025119999999999e-02 -2.4834590000000000e-02 -2.4313950000000001e-02 -2.3138570000000000e-01 -5.8525760000000003e-02
4.6200000000000001e+00 6.5889530000000002e-02 1.9720390000000000e+02 2.7180039999999999e-02 9.4108959999999997e-01 3.5085300000000003e-01 1.0001190000000000e+00 1.0425009999999999e+00 3.4714220000000001e-01 4.0346060000000000e-01 9.9751019999999997e+01 9.6448440000000009e+00 2.2711749999999999e-02 1.1047889999999999e-02 -2.4825779999999999e-02 -2.4516170000000000e-02 -2.3094160000000000e-01 -5.9811270000000000e-02
4.6299999999999999e+00 6.5889390000000006e-02 1.9732540000000000e+02 2.7196780000000000e-02 9.4108250000000004e-01 3.5088090000000000e-01 1.0001160000000000e+00 1.0416930000000000e+00 3.4717999999999999e-01 4.0334870000000000e-01 9.9745270000000005e+01 9.6387060000000009e+00 2.2718990000000001e-02 1.1067320000000000e-02 -2.4819069999999999e-02 -2.4859760000000002e-02 -2.3045370000000001e-01 -6.1043489999999999e-02
4.6399999999999997e+00 6.5889249999999996e-02 1.9743289999999999e+02 2.7211599999999999e-02 9.4107689999999999e-01 3.5092440000000003e-01 1.0001130000000000e+00 1.0408370000000000e+00 3.4722409999999998e-01 4.0338360000000001e-01 9.9738640000000004e+01 9.6303710000000002e+00 2.2730670000000001e-02 1.1079000000000000e-02 -2.4813100000000001e-02 -2.5285960000000000e-02 -2.2983990000000001e-01 -6.2249649999999997e-02
4.6500000000000004e+00 6.5889110000000001e-02 1.9757050000000001e+02 2.7230560000000001e-02 9.4106840000000003e-01 3.5097590000000001e-01 1.0001150000000001e+00 1.0398470000000000e+00 3.4727809999999998e-01 4.0339960000000002e-01 9.9731030000000004e+01 9.6210149999999999e+00 2.2743389999999999e-02 1.1088680000000000e-02 -2.4803059999999998e-02 -2.5764050000000000e-02 -2.2920219999999999e-01 -6.3466040000000001e-02
4.6600000000000001e+00 6.5888970000000005e-02 1.9769280000000001e+02 2.7247420000000001e-02 9.4106140000000005e-01 3.5100029999999999e-01 1.0001150000000001e+00 1.0387569999999999e+00 3.4731869999999998e-01 4.0319470000000002e-01 9.9725210000000004e+01 9.6133749999999996e+00 2.2754949999999999e-02 1.1104810000000000e-02 -2.4795379999999999e-02 -2.6242430000000001e-02 -2.2865640000000001e-01 -6.4594910000000005e-02
4.6699999999999999e+00 6.5888840000000004e-02 1.9781460000000001e+02 2.7264199999999999e-02 9.4105660000000002e-01 3.5101969999999999e-01 1.0001190000000000e+00 1.0374790000000000e+00 3.4734860000000001e-01 4.0306510000000001e-01 9.9721379999999996e+01 9.6030899999999999e+00 2.2764900000000001e-02 1.1119900000000000e-02 -2.4785720000000001e-02 -2.6688060000000000e-02 -2.2810040000000001e-01 -6.5722219999999998e-02
4.6799999999999997e+00 6.5888699999999994e-02 1.9791139999999999e+02 2.7277550000000001e-02 9.4104840000000001e-01 3.5100680000000001e-01 1.0001190000000000e+00 1.0361590000000001e+00 3.4735660000000002e-01 4.0275509999999998e-01 9.9720219999999998e+01 9.5945579999999993e+00 2.2772430000000000e-02 1.1133600000000000e-02 -2.4778410000000001e-02 -2.7112910000000000e-02 -2.2753920000000000e-01 -6.6804639999999998e-02
4.6900000000000004e+00 6.5888559999999999e-02 1.9802430000000001e+02 2.7293109999999999e-02 9.4104410000000005e-01 3.5100270000000000e-01 1.0001240000000000e+00 1.0346949999999999e+00 3.4736960000000000e-01 4.0251039999999999e-01 9.9718840000000000e+01 9.5839180000000006e+00 2.2783720000000000e-02 1.1153890000000000e-02 -2.4763070000000002e-02 -2.7582440000000000e-02 -2.2707830000000001e-01 -6.7980180000000001e-02
4.7000000000000002e+00 6.5888420000000003e-02 1.9811730000000000e+02 2.7305929999999999e-02 9.4103079999999995e-01 3.5098370000000001e-01 1.0001160000000000e+00 1.0333690000000000e+00 3.4736919999999999e-01 4.0222809999999998e-01 9.9718109999999996e+01 9.5749919999999999e+00 2.2800210000000001e-02 1.1173270000000001e-02 -2.4746740000000000e-02 -2.8114509999999999e-02 -2.2662289999999999e-01 -6.9153060000000002e-02
4.7100000000000000e+00 6.5888279999999994e-02 1.9819669999999999e+02 2.7316870000000000e-02 9.4101290000000004e-01 3.5096749999999999e-01 1.0001070000000001e+00 1.0320549999999999e+00 3.4736280000000003e-01 4.0207140000000002e-01 9.9718149999999994e+01 9.5646830000000005e+00 2.2823850000000000e-02 1.1201080000000000e-02 -2.4734510000000001e-02 -2.8731830000000000e-02 -2.2630520000000001e-01 -7.0264900000000005e-02
4.7199999999999998e+00 6.5888139999999998e-02 1.9828229999999999e+02 2.7328669999999999e-02 9.4100110000000003e-01 3.5093920000000001e-01 1.0001050000000000e+00 1.0305899999999999e+00 3.4734589999999999e-01 4.0188259999999998e-01 9.9720389999999995e+01 9.5533490000000008e+00 2.2855290000000000e-02 1.1222710000000000e-02 -2.4727140000000002e-02 -2.9437649999999999e-02 -2.2593730000000001e-01 -7.1270310000000003e-02
4.7300000000000004e+00 6.5888000000000002e-02 1.9837400000000000e+02 2.7341299999999999e-02 9.4098689999999996e-01 3.5090110000000002e-01 1.0000979999999999e+00 1.0291360000000001e+00 3.4731180000000000e-01 4.0178690000000000e-01 9.9724509999999995e+01 9.5410070000000005e+00 2.2887689999999999e-02 1.1242660000000000e-02 -2.4723260000000000e-02 -3.0144130000000002e-02 -2.2555819999999999e-01 -7.2231820000000002e-02
4.7400000000000002e+00 6.5887860000000006e-02 1.9846979999999999e+02 2.7354509999999999e-02 9.4096769999999996e-01 3.5086089999999998e-01 1.0000890000000000e+00 1.0276909999999999e+00 3.4726879999999999e-01 4.0178700000000001e-01 9.9729839999999996e+01 9.5276069999999997e+00 2.2927059999999999e-02 1.1259050000000000e-02 -2.4722910000000001e-02 -3.0923820000000001e-02 -2.2514570000000000e-01 -7.3140460000000004e-02
4.7500000000000000e+00 6.5887710000000002e-02 1.9857010000000000e+02 2.7368340000000001e-02 9.4095090000000003e-01 3.5078799999999999e-01 1.0000819999999999e+00 1.0261979999999999e+00 3.4720600000000001e-01 4.0157080000000001e-01 9.9738100000000003e+01 9.5163239999999991e+00 2.2970720000000000e-02 1.1274630000000001e-02 -2.4722560000000001e-02 -3.1725799999999998e-02 -2.2475020000000001e-01 -7.4037980000000003e-02
4.7599999999999998e+00 6.5887570000000006e-02 1.9869090000000000e+02 2.7384990000000001e-02 9.4093110000000002e-01 3.5069309999999998e-01 1.0000720000000001e+00 1.0247160000000000e+00 3.4712450000000000e-01 4.0128670000000000e-01 9.9748840000000001e+01 9.5059459999999998e+00 2.3015230000000001e-02 1.1284630000000000e-02 -2.4723720000000001e-02 -3.2477939999999997e-02 -2.2429130000000000e-01 -7.4892529999999999e-02
4.7699999999999996e+00 6.5887420000000002e-02 1.9881710000000001e+02 2.7402380000000000e-02 9.4092319999999996e-01 3.5059230000000002e-01 1.0000739999999999e+00 1.0229820000000001e+00 3.4703760000000000e-01 4.0098950000000000e-01 9.9761550000000000e+01 9.4933779999999999e+00 2.3060230000000001e-02 1.1291410000000000e-02 -2.4726250000000002e-02 -3.3204310000000001e-02 -2.2379379999999999e-01 -7.5722929999999994e-02
4.7800000000000002e+00 6.5887280000000006e-02 1.9893150000000000e+02 2.7418140000000001e-02 9.4090549999999995e-01 3.5050150000000002e-01 1.0000680000000000e+00 1.0213690000000000e+00 3.4695619999999999e-01 4.0076600000000001e-01 9.9772620000000003e+01 9.4810529999999993e+00 2.3107440000000000e-02 1.1291080000000000e-02 -2.4731599999999999e-02 -3.3906090000000000e-02 -2.2320940000000000e-01 -7.6500390000000001e-02
4.7900000000000000e+00 6.5887130000000002e-02 1.9903940000000000e+02 2.7433019999999999e-02 9.4089129999999999e-01 3.5041850000000002e-01 1.0000620000000000e+00 1.0197680000000000e+00 3.4687430000000002e-01 4.0066700000000000e-01 9.9783770000000004e+01 9.4673560000000005e+00 2.3147979999999999e-02 1.1285150000000001e-02 -2.4732660000000000e-02 -3.4463149999999998e-02 -2.2257340000000000e-01 -7.7344120000000002e-02
4.7999999999999998e+00 6.5886979999999998e-02 1.9916690000000000e+02 2.7450590000000000e-02 9.4087089999999995e-01 3.5036800000000001e-01 1.0000469999999999e+00 1.0184020000000000e+00 3.4681160000000000e-01 4.0078960000000002e-01 9.9791300000000007e+01 9.4532319999999999e+00 2.3177260000000002e-02 1.1284690000000000e-02 -2.4737269999999999e-02 -3.4798839999999998e-02 -2.2205820000000001e-01 -7.8121239999999995e-02
4.8099999999999996e+00 6.5886829999999993e-02 1.9929910000000001e+02 2.7468820000000001e-02 9.4084979999999996e-01 3.5030149999999999e-01 1.0000309999999999e+00 1.0171809999999999e+00 3.4673799999999999e-01 4.0082240000000002e-01 9.9800370000000001e+01 9.4415080000000007e+00 2.3199819999999999e-02 1.1285610000000000e-02 -2.4736640000000001e-02 -3.4971120000000001e-02 -2.2158449999999999e-01 -7.8982709999999998e-02
4.8200000000000003e+00 6.5886680000000003e-02 1.9944329999999999e+02 2.7488680000000001e-02 9.4083390000000000e-01 3.5023100000000001e-01 1.0000249999999999e+00 1.0159940000000001e+00 3.4666659999999999e-01 4.0076539999999999e-01 9.9810040000000001e+01 9.4311679999999996e+00 2.3227629999999999e-02 1.1291519999999999e-02 -2.4737080000000002e-02 -3.5177359999999998e-02 -2.2123280000000001e-01 -7.9844499999999999e-02
4.8300000000000001e+00 6.5886529999999999e-02 1.9957570000000001e+02 2.7506940000000001e-02 9.4082960000000004e-01 3.5016520000000001e-01 1.0000249999999999e+00 1.0147999999999999e+00 3.4659770000000001e-01 4.0074330000000002e-01 9.9819969999999998e+01 9.4203399999999995e+00 2.3253469999999998e-02 1.1297610000000000e-02 -2.4730120000000001e-02 -3.5328260000000000e-02 -2.2089149999999999e-01 -8.0825759999999996e-02
4.8399999999999999e+00 6.5886379999999994e-02 1.9970679999999999e+02 2.7525009999999999e-02 9.4081619999999999e-01 3.5012349999999998e-01 1.0000199999999999e+00 1.0138240000000001e+00 3.4653499999999998e-01 4.0100019999999997e-01 9.9828440000000001e+01 9.4082670000000004e+00 2.3282690000000002e-02 1.1308749999999999e-02 -2.4715379999999999e-02 -3.5494840000000000e-02 -2.2064929999999999e-01 -8.1931320000000002e-02
4.8499999999999996e+00 6.5886219999999995e-02 1.9982329999999999e+02 2.7541059999999999e-02 9.4080540000000001e-01 3.5009760000000001e-01 1.0000130000000000e+00 1.0129900000000001e+00 3.4648119999999999e-01 4.0137030000000001e-01 9.9835509999999999e+01 9.3961900000000007e+00 2.3298980000000000e-02 1.1319190000000000e-02 -2.4696200000000001e-02 -3.5455300000000002e-02 -2.2040820000000000e-01 -8.3135490000000006e-02
4.8600000000000003e+00 6.5886070000000005e-02 1.9995630000000000e+02 2.7559390000000000e-02 9.4079950000000001e-01 3.5003899999999999e-01 1.0000150000000001e+00 1.0121080000000000e+00 3.4641240000000001e-01 4.0145619999999999e-01 9.9845669999999998e+01 9.3870009999999997e+00 2.3309090000000001e-02 1.1329680000000000e-02 -2.4673400000000002e-02 -3.5301739999999998e-02 -2.2016980000000000e-01 -8.4465910000000005e-02
4.8700000000000001e+00 6.5885910000000006e-02 2.0010200000000000e+02 2.7579480000000000e-02 9.4080050000000004e-01 3.4997509999999998e-01 1.0000210000000000e+00 1.0112369999999999e+00 3.4634270000000000e-01 4.0147450000000001e-01 9.9856309999999993e+01 9.3787099999999999e+00 2.3319920000000001e-02 1.1344800000000000e-02 -2.4643970000000001e-02 -3.5117759999999998e-02 -2.2000629999999999e-01 -8.5946709999999996e-02
4.8799999999999999e+00 6.5885760000000002e-02 2.0024619999999999e+02 2.7599350000000002e-02 9.4079460000000004e-01 3.4989019999999998e-01 1.0000169999999999e+00 1.0105590000000000e+00 3.4626679999999999e-01 4.0126270000000003e-01 9.9866839999999996e+01 9.3748959999999997e+00 2.3331959999999999e-02 1.1354009999999999e-02 -2.4616599999999999e-02 -3.4928660000000000e-02 -2.1976519999999999e-01 -8.7444770000000005e-02
4.8899999999999997e+00 6.5885600000000002e-02 2.0038300000000001e+02 2.7618199999999999e-02 9.4078410000000001e-01 3.4980570000000000e-01 1.0000089999999999e+00 1.0100380000000000e+00 3.4619380000000000e-01 4.0101409999999998e-01 9.9876530000000002e+01 9.3729639999999996e+00 2.3350909999999999e-02 1.1367749999999999e-02 -2.4580379999999999e-02 -3.4807669999999999e-02 -2.1959370000000000e-01 -8.9137720000000004e-02
4.9000000000000004e+00 6.5885449999999998e-02 2.0053210000000001e+02 2.7638750000000000e-02 9.4078090000000003e-01 3.4974790000000000e-01 1.0000110000000000e+00 1.0094360000000000e+00 3.4613179999999999e-01 4.0101589999999998e-01 9.9885729999999995e+01 9.3673620000000000e+00 2.3372509999999999e-02 1.1380180000000000e-02 -2.4544830000000000e-02 -3.4693229999999999e-02 -2.1938969999999999e-01 -9.0874079999999996e-02
4.9100000000000001e+00 6.5885289999999999e-02 2.0068070000000000e+02 2.7659240000000002e-02 9.4078309999999998e-01 3.4971020000000003e-01 1.0000169999999999e+00 1.0088070000000000e+00 3.4607410000000000e-01 4.0126190000000000e-01 9.9894610000000000e+01 9.3586500000000008e+00 2.3389330000000000e-02 1.1388350000000000e-02 -2.4516320000000001e-02 -3.4477939999999999e-02 -2.1909580000000001e-01 -9.2550099999999996e-02
4.9199999999999999e+00 6.5885130000000000e-02 2.0083609999999999e+02 2.7680650000000001e-02 9.4077599999999995e-01 3.4966599999999998e-01 1.0000140000000000e+00 1.0083979999999999e+00 3.4601110000000002e-01 4.0148539999999999e-01 9.9903450000000007e+01 9.3522529999999993e+00 2.3410230000000001e-02 1.1399270000000000e-02 -2.4483200000000000e-02 -3.4327169999999997e-02 -2.1883810000000001e-01 -9.4318420000000000e-02
4.9299999999999997e+00 6.5884970000000001e-02 2.0096490000000000e+02 2.7698400000000001e-02 9.4077259999999996e-01 3.4965309999999999e-01 1.0000130000000000e+00 1.0080570000000000e+00 3.4596130000000003e-01 4.0199520000000000e-01 9.9910489999999996e+01 9.3431599999999992e+00 2.3425229999999998e-02 1.1412780000000001e-02 -2.4444049999999998e-02 -3.4081729999999998e-02 -2.1858469999999999e-01 -9.6208329999999995e-02
4.9400000000000004e+00 6.5884810000000002e-02 2.0109780000000001e+02 2.7716720000000000e-02 9.4077409999999995e-01 3.4963119999999998e-01 1.0000169999999999e+00 1.0077529999999999e+00 3.4591179999999999e-01 4.0236450000000001e-01 9.9918000000000006e+01 9.3360550000000000e+00 2.3441969999999999e-02 1.1416880000000001e-02 -2.4394019999999999e-02 -3.3865739999999998e-02 -2.1817030000000001e-01 -9.8258180000000001e-02
4.9500000000000002e+00 6.5884650000000003e-02 2.0123370000000000e+02 2.7735449999999998e-02 9.4077440000000001e-01 3.4959620000000002e-01 1.0000180000000001e+00 1.0075480000000001e+00 3.4585860000000002e-01 4.0258769999999999e-01 9.9925870000000003e+01 9.3315739999999998e+00 2.3452720000000000e-02 1.1420039999999999e-02 -2.4337609999999999e-02 -3.3553380000000001e-02 -2.1771499999999999e-01 -1.0042400000000000e-01
4.9600000000000000e+00 6.5884490000000004e-02 2.0139150000000001e+02 2.7757199999999999e-02 9.4077180000000005e-01 3.4956930000000003e-01 1.0000130000000000e+00 1.0075000000000001e+00 3.4581620000000002e-01 4.0278100000000000e-01 9.9931470000000004e+01 9.3288849999999996e+00 2.3469290000000000e-02 1.1418869999999999e-02 -2.4280779999999998e-02 -3.3328990000000003e-02 -2.1713299999999999e-01 -1.0261560000000000e-01
4.9699999999999998e+00 6.5884330000000005e-02 2.0157329999999999e+02 2.7782260000000000e-02 9.4076899999999997e-01 3.4953170000000000e-01 1.0000110000000000e+00 1.0075369999999999e+00 3.4577639999999998e-01 4.0277499999999999e-01 9.9936980000000005e+01 9.3293029999999995e+00 2.3486090000000001e-02 1.1420390000000001e-02 -2.4228520000000000e-02 -3.3102420000000000e-02 -2.1652589999999999e-01 -1.0476560000000000e-01
4.9800000000000004e+00 6.5884170000000006e-02 2.0175319999999999e+02 2.7807050000000000e-02 9.4077210000000000e-01 3.4949580000000002e-01 1.0000140000000000e+00 1.0075490000000000e+00 3.4573769999999998e-01 4.0277770000000002e-01 9.9942869999999999e+01 9.3293780000000002e+00 2.3507980000000001e-02 1.1424970000000000e-02 -2.4171200000000000e-02 -3.2950840000000002e-02 -2.1588009999999999e-01 -1.0701450000000000e-01
4.9900000000000002e+00 6.5884010000000007e-02 2.0194059999999999e+02 2.7832880000000001e-02 9.4077400000000000e-01 3.4946080000000002e-01 1.0000150000000001e+00 1.0076090000000000e+00 3.4570119999999999e-01 4.0276580000000001e-01 9.9948319999999995e+01 9.3300719999999995e+00 2.3524719999999999e-02 1.1436240000000000e-02 -2.4123599999999999e-02 -3.2724890000000000e-02 -2.1527330000000000e-01 -1.0911580000000000e-01
5.0000000000000000e+00 6.5883839999999999e-02 2.0211009999999999e+02 2.7856249999999999e-02 9.4077259999999996e-01 3.4946300000000002e-01 1.0000110000000000e+00 1.0078760000000000e+00 3.4568300000000002e-01 4.0305600000000003e-01 9.9950530000000001e+01 9.3291880000000003e+00 2.3549259999999999e-02 1.1453649999999999e-02 -2.4078410000000001e-02 -3.2622430000000001e-02 -2.1470800000000001e-01 -1.1119670000000000e-01
5.0099999999999998e+00 6.5883680000000000e-02 2.0231010000000001e+02 2.7883809999999998e-02 9.4078150000000005e-01 3.4947859999999997e-01 1.0000210000000000e+00 1.0080560000000001e+00 3.4568100000000002e-01 4.0332109999999999e-01 9.9951759999999993e+01 9.3277819999999991e+00 2.3568710000000000e-02 1.1472590000000000e-02 -2.4034819999999998e-02 -3.2454100000000000e-02 -2.1413520000000000e-01 -1.1327100000000000e-01
5.0199999999999996e+00 6.5883520000000001e-02 2.0248439999999999e+02 2.7907830000000002e-02 9.4078680000000003e-01 3.4949540000000001e-01 1.0000240000000000e+00 1.0084020000000000e+00 3.4568090000000001e-01 4.0357880000000002e-01 9.9952140000000000e+01 9.3280069999999995e+00 2.3587049999999998e-02 1.1489520000000000e-02 -2.3990210000000001e-02 -3.2295699999999997e-02 -2.1351909999999999e-01 -1.1535410000000000e-01
5.0300000000000002e+00 6.5883360000000002e-02 2.0264089999999999e+02 2.7929400000000000e-02 9.4079080000000004e-01 3.4950360000000003e-01 1.0000210000000000e+00 1.0089180000000000e+00 3.4567429999999999e-01 4.0379769999999998e-01 9.9952749999999995e+01 9.3302479999999992e+00 2.3606050000000000e-02 1.1505000000000000e-02 -2.3951830000000000e-02 -3.2143030000000003e-02 -2.1284600000000001e-01 -1.1734130000000000e-01
5.0400000000000000e+00 6.5883200000000003e-02 2.0280820000000000e+02 2.7952459999999998e-02 9.4079259999999998e-01 3.4949279999999999e-01 1.0000190000000000e+00 1.0095730000000001e+00 3.4565910000000000e-01 4.0384850000000000e-01 9.9954809999999995e+01 9.3357139999999994e+00 2.3629130000000002e-02 1.1517289999999999e-02 -2.3908639999999998e-02 -3.2079980000000001e-02 -2.1209680000000000e-01 -1.1937530000000000e-01
5.0499999999999998e+00 6.5883029999999995e-02 2.0299480000000000e+02 2.7978179999999998e-02 9.4080019999999998e-01 3.4947020000000001e-01 1.0000199999999999e+00 1.0103200000000001e+00 3.4563169999999999e-01 4.0389449999999999e-01 9.9958799999999997e+01 9.3420930000000002e+00 2.3659770000000000e-02 1.1526900000000000e-02 -2.3859140000000001e-02 -3.2142700000000003e-02 -2.1126139999999999e-01 -1.2148410000000000e-01
5.0599999999999996e+00 6.5882869999999996e-02 2.0317200000000000e+02 2.8002599999999999e-02 9.4079880000000005e-01 3.4944979999999998e-01 1.0000119999999999e+00 1.0113310000000000e+00 3.4559830000000002e-01 4.0405809999999998e-01 9.9962850000000003e+01 9.3495489999999997e+00 2.3683829999999999e-02 1.1542749999999999e-02 -2.3802990000000000e-02 -3.2135799999999999e-02 -2.1044579999999999e-01 -1.2366389999999999e-01
5.0700000000000003e+00 6.5882700000000002e-02 2.0333830000000000e+02 2.8025520000000002e-02 9.4080229999999998e-01 3.4942699999999999e-01 1.0000070000000001e+00 1.0124390000000001e+00 3.4556360000000003e-01 4.0420360000000000e-01 9.9967349999999996e+01 9.3581120000000002e+00 2.3706010000000000e-02 1.1553190000000000e-02 -2.3754390000000000e-02 -3.2141929999999999e-02 -2.0948610000000001e-01 -1.2570960000000000e-01
5.0800000000000001e+00 6.5882540000000003e-02 2.0352150000000000e+02 2.8050769999999999e-02 9.4080290000000000e-01 3.4939660000000000e-01 9.9999700000000002e-01 1.0137410000000000e+00 3.4553499999999998e-01 4.0414840000000002e-01 9.9970510000000004e+01 9.3707809999999991e+00 2.3725659999999999e-02 1.1569790000000000e-02 -2.3708650000000001e-02 -3.2153269999999998e-02 -2.0856469999999999e-01 -1.2767660000000000e-01
5.0899999999999999e+00 6.5882369999999996e-02 2.0369759999999999e+02 2.8075039999999999e-02 9.4080830000000004e-01 3.4938310000000000e-01 9.9999689999999997e-01 1.0150220000000001e+00 3.4551209999999999e-01 4.0426709999999999e-01 9.9973810000000000e+01 9.3812429999999996e+00 2.3739099999999999e-02 1.1580310000000000e-02 -2.3661720000000001e-02 -3.2103290000000000e-02 -2.0749460000000000e-01 -1.2959720000000000e-01
5.0999999999999996e+00 6.5882209999999997e-02 2.0386750000000001e+02 2.8098459999999999e-02 9.4082379999999999e-01 3.4936570000000000e-01 1.0000050000000000e+00 1.0161990000000001e+00 3.4548269999999998e-01 4.0442170000000000e-01 9.9978830000000002e+01 9.3903300000000005e+00 2.3749610000000001e-02 1.1581430000000000e-02 -2.3612439999999998e-02 -3.2047750000000000e-02 -2.0623330000000001e-01 -1.3147960000000000e-01
5.1100000000000003e+00 6.5882040000000003e-02 2.0402310000000000e+02 2.8119900000000000e-02 9.4083779999999995e-01 3.4934759999999998e-01 1.0000130000000000e+00 1.0173989999999999e+00 3.4545239999999999e-01 4.0457559999999998e-01 9.9984009999999998e+01 9.3996300000000002e+00 2.3757029999999998e-02 1.1571430000000001e-02 -2.3562030000000001e-02 -3.1986939999999998e-02 -2.0475660000000001e-01 -1.3331489999999999e-01
5.1200000000000001e+00 6.5881869999999995e-02 2.0418719999999999e+02 2.8142520000000001e-02 9.4085169999999996e-01 3.4932619999999998e-01 1.0000180000000001e+00 1.0186040000000001e+00 3.4541699999999997e-01 4.0475309999999998e-01 9.9989639999999994e+01 9.4086970000000001e+00 2.3761049999999999e-02 1.1560370000000000e-02 -2.3511850000000001e-02 -3.1893820000000003e-02 -2.0319680000000001e-01 -1.3505600000000001e-01
5.1299999999999999e+00 6.5881700000000001e-02 2.0438360000000000e+02 2.8169590000000001e-02 9.4086850000000000e-01 3.4931030000000002e-01 1.0000300000000000e+00 1.0197080000000001e+00 3.4538180000000002e-01 4.0501140000000002e-01 9.9995959999999997e+01 9.4158910000000002e+00 2.3760130000000001e-02 1.1548720000000000e-02 -2.3458199999999998e-02 -3.1744160000000000e-02 -2.0158680000000001e-01 -1.3677739999999999e-01
5.1399999999999997e+00 6.5881529999999994e-02 2.0460329999999999e+02 2.8199869999999998e-02 9.4088499999999997e-01 3.4931560000000000e-01 1.0000400000000000e+00 1.0208020000000000e+00 3.4535529999999998e-01 4.0546749999999998e-01 1.0000080000000000e+02 9.4206939999999992e+00 2.3763230000000000e-02 1.1537970000000000e-02 -2.3414239999999999e-02 -3.1681689999999998e-02 -1.9991999999999999e-01 -1.3827690000000001e-01
5.1500000000000004e+00 6.5881350000000005e-02 2.0482660000000001e+02 2.8230649999999999e-02 9.4089650000000002e-01 3.4933340000000002e-01 1.0000430000000000e+00 1.0219529999999999e+00 3.4533829999999999e-01 4.0597960000000000e-01 1.0000360000000001e+02 9.4253619999999998e+00 2.3766400000000000e-02 1.1516250000000000e-02 -2.3376259999999999e-02 -3.1658579999999999e-02 -1.9805020000000001e-01 -1.3960929999999999e-01
5.1600000000000001e+00 6.5881179999999998e-02 2.0503370000000001e+02 2.8259200000000002e-02 9.4090249999999997e-01 3.4935149999999998e-01 1.0000389999999999e+00 1.0232010000000000e+00 3.4532010000000002e-01 4.0651159999999997e-01 1.0000579999999999e+02 9.4306990000000006e+00 2.3763699999999999e-02 1.1491770000000000e-02 -2.3345450000000000e-02 -3.1570059999999997e-02 -1.9610079999999999e-01 -1.4074529999999999e-01
5.1699999999999999e+00 6.5881010000000004e-02 2.0521780000000001e+02 2.8284560000000000e-02 9.4090680000000004e-01 3.4934229999999999e-01 1.0000359999999999e+00 1.0244510000000000e+00 3.4528809999999999e-01 4.0682580000000002e-01 1.0001020000000000e+02 9.4385739999999991e+00 2.3765390000000001e-02 1.1466690000000000e-02 -2.3315130000000000e-02 -3.1580190000000001e-02 -1.9413230000000001e-01 -1.4180060000000000e-01
5.1799999999999997e+00 6.5880839999999996e-02 2.0540219999999999e+02 2.8309979999999998e-02 9.4092120000000001e-01 3.4935310000000003e-01 1.0000430000000000e+00 1.0254479999999999e+00 3.4525950000000000e-01 4.0739589999999998e-01 1.0001500000000000e+02 9.4411410000000000e+00 2.3767799999999999e-02 1.1438680000000000e-02 -2.3287510000000001e-02 -3.1642810000000000e-02 -1.9211729999999999e-01 -1.4272840000000001e-01
5.1900000000000004e+00 6.5880670000000002e-02 2.0558740000000000e+02 2.8335510000000001e-02 9.4092840000000000e-01 3.4933920000000002e-01 1.0000490000000000e+00 1.0263670000000000e+00 3.4521350000000001e-01 4.0783700000000001e-01 1.0002220000000000e+02 9.4444900000000001e+00 2.3774150000000001e-02 1.1418180000000000e-02 -2.3262540000000002e-02 -3.1779010000000003e-02 -1.9018440000000000e-01 -1.4353099999999999e-01
5.2000000000000002e+00 6.5880499999999995e-02 2.0575210000000001e+02 2.8358209999999998e-02 9.4093640000000001e-01 3.4931899999999999e-01 1.0000469999999999e+00 1.0272490000000001e+00 3.4515489999999999e-01 4.0836180000000000e-01 1.0003060000000001e+02 9.4465310000000002e+00 2.3775899999999999e-02 1.1406720000000000e-02 -2.3241669999999999e-02 -3.1891280000000001e-02 -1.8836370000000000e-01 -1.4417849999999999e-01
