# t alphaD area se kMix epsMix kC kD epsC epsD ReLambdaC ReLambdaD uAvgCx uAvgCy uAvgCz uAvgDx uAvgDy uAvgDz
7.8899999999999997e+00 6.5826560000000006e-02 2.2850319999999999e+02 3.1493930000000003e-02 9.4118760000000001e-01 3.5150569999999998e-01 1.0002279999999999e+00 1.0331310000000000e+00 3.4554479999999999e-01 4.3609910000000002e-01 9.9992230000000006e+01 9.1935210000000005e+00 2.6679270000000001e-02 1.1359990000000000e-02 -2.2908160000000000e-02 4.6269800000000000e-02 -9.5335459999999997e-02 -3.7775030000000001e-02
7.9000000000000004e+00 6.5826319999999994e-02 2.2857970000000000e+02 3.1504470000000000e-02 9.4118029999999997e-01 3.5169400000000001e-01 1.0002240000000000e+00 1.0326730000000000e+00 3.4573369999999998e-01 4.3627909999999998e-01 9.9964420000000004e+01 9.1875499999999999e+00 2.6692730000000001e-02 1.1358070000000000e-02 -2.2875280000000001e-02 4.5780420000000002e-02 -9.4259949999999995e-02 -3.8040959999999999e-02
7.9100000000000001e+00 6.5826079999999995e-02 2.2869669999999999e+02 3.1520590000000001e-02 9.4117170000000006e-01 3.5187040000000003e-01 1.0002169999999999e+00 1.0322810000000000e+00 3.4591820000000001e-01 4.3634200000000001e-01 9.9937110000000004e+01 9.1834039999999995e+00 2.6697410000000001e-02 1.1355630000000000e-02 -2.2844650000000001e-02 4.5421009999999998e-02 -9.3149109999999993e-02 -3.8330309999999999e-02
7.9199999999999999e+00 6.5825839999999997e-02 2.2884520000000001e+02 3.1541060000000003e-02 9.4116610000000001e-01 3.5205189999999997e-01 1.0002139999999999e+00 1.0318350000000001e+00 3.4610370000000001e-01 4.3646550000000001e-01 9.9910010000000000e+01 9.1781380000000006e+00 2.6703810000000001e-02 1.1343990000000000e-02 -2.2812200000000001e-02 4.5029790000000000e-02 -9.1893160000000002e-02 -3.8724679999999997e-02
7.9299999999999997e+00 6.5825599999999998e-02 2.2899590000000001e+02 3.1561840000000001e-02 9.4116049999999996e-01 3.5222560000000003e-01 1.0002100000000000e+00 1.0314340000000000e+00 3.4627690000000000e-01 4.3664809999999998e-01 9.9884680000000003e+01 9.1726480000000006e+00 2.6708329999999999e-02 1.1327820000000001e-02 -2.2772170000000001e-02 4.4686810000000000e-02 -9.0554599999999999e-02 -3.9302209999999997e-02
7.9400000000000004e+00 6.5825369999999994e-02 2.2910130000000001e+02 3.1576359999999998e-02 9.4116210000000000e-01 3.5238829999999999e-01 1.0002160000000000e+00 1.0308610000000000e+00 3.4643740000000001e-01 4.3684050000000002e-01 9.9862089999999995e+01 9.1655329999999999e+00 2.6699890000000000e-02 1.1310140000000000e-02 -2.2729659999999999e-02 4.4550909999999999e-02 -8.9145790000000003e-02 -3.9944990000000000e-02
7.9500000000000002e+00 6.5825129999999996e-02 2.2920590000000001e+02 3.1590779999999999e-02 9.4116259999999996e-01 3.5253790000000002e-01 1.0002200000000001e+00 1.0302760000000000e+00 3.4658270000000002e-01 4.3705149999999998e-01 9.9841589999999997e+01 9.1581250000000001e+00 2.6694450000000002e-02 1.1289769999999999e-02 -2.2689029999999999e-02 4.4424529999999997e-02 -8.7683979999999995e-02 -4.0589569999999998e-02
7.9600000000000000e+00 6.5824889999999997e-02 2.2929560000000001e+02 3.1603140000000002e-02 9.4116180000000005e-01 3.5266140000000001e-01 1.0002230000000001e+00 1.0297280000000000e+00 3.4670859999999998e-01 4.3714199999999998e-01 9.9823750000000004e+01 9.1523079999999997e+00 2.6682819999999999e-02 1.1269660000000001e-02 -2.2656099999999998e-02 4.4413349999999997e-02 -8.6196999999999996e-02 -4.1155219999999999e-02
7.9699999999999998e+00 6.5824649999999998e-02 2.2936879999999999e+02 3.1613229999999999e-02 9.4115519999999997e-01 3.5276740000000001e-01 1.0002190000000000e+00 1.0293250000000000e+00 3.4681970000000001e-01 4.3717560000000000e-01 9.9807310000000001e+01 9.1483679999999996e+00 2.6659039999999998e-02 1.1251910000000000e-02 -2.2625750000000000e-02 4.4619569999999997e-02 -8.4753430000000005e-02 -4.1716839999999998e-02
7.9800000000000004e+00 6.5824400000000005e-02 2.2942300000000000e+02 3.1620690000000000e-02 9.4114620000000004e-01 3.5288140000000001e-01 1.0002110000000000e+00 1.0290310000000000e+00 3.4693160000000001e-01 4.3732040000000000e-01 9.9790440000000004e+01 9.1442429999999995e+00 2.6637589999999999e-02 1.1246980000000000e-02 -2.2602379999999998e-02 4.4828220000000002e-02 -8.3482390000000004e-02 -4.2224550000000000e-02
7.9900000000000002e+00 6.5824160000000007e-02 2.2947780000000000e+02 3.1628249999999997e-02 9.4113060000000004e-01 3.5302380000000000e-01 1.0001949999999999e+00 1.0289219999999999e+00 3.4706130000000002e-01 4.3764350000000002e-01 9.9770179999999996e+01 9.1398960000000002e+00 2.6615179999999999e-02 1.1245069999999999e-02 -2.2576920000000000e-02 4.5082680000000000e-02 -8.2271600000000000e-02 -4.2768370000000000e-02
8.0000000000000000e+00 6.5823919999999994e-02 2.2950980000000001e+02 3.1632660000000000e-02 9.4112730000000000e-01 3.5316670000000000e-01 1.0001930000000001e+00 1.0286610000000000e+00 3.4718700000000002e-01 4.3803100000000000e-01 9.9751919999999998e+01 9.1335409999999992e+00 2.6601580000000000e-02 1.1234009999999999e-02 -2.2567609999999998e-02 4.5219450000000001e-02 -8.0940760000000000e-02 -4.3110460000000003e-02
8.0099999999999998e+00 6.5823679999999996e-02 2.2951870000000000e+02 3.1633889999999998e-02 9.4112660000000004e-01 3.5331760000000001e-01 1.0001940000000000e+00 1.0283629999999999e+00 3.4732000000000002e-01 4.3843539999999998e-01 9.9732929999999996e+01 9.1266789999999993e+00 2.6589160000000001e-02 1.1225580000000001e-02 -2.2563799999999998e-02 4.5344370000000002e-02 -7.9620590000000005e-02 -4.3386319999999999e-02
8.0199999999999996e+00 6.5823439999999997e-02 2.2955320000000000e+02 3.1638640000000003e-02 9.4113029999999998e-01 3.5345110000000002e-01 1.0002009999999999e+00 1.0279380000000000e+00 3.4744009999999997e-01 4.3875920000000002e-01 9.9716359999999995e+01 9.1195389999999996e+00 2.6586490000000001e-02 1.1221060000000000e-02 -2.2574400000000001e-02 4.5349410000000000e-02 -7.8339010000000001e-02 -4.3501230000000002e-02
8.0299999999999994e+00 6.5823199999999998e-02 2.2958210000000000e+02 3.1642629999999998e-02 9.4112969999999996e-01 3.5358930000000000e-01 1.0002020000000000e+00 1.0276090000000000e+00 3.4756140000000002e-01 4.3913780000000002e-01 9.9699100000000001e+01 9.1126930000000002e+00 2.6574540000000001e-02 1.1221660000000000e-02 -2.2578040000000001e-02 4.5512120000000003e-02 -7.7130389999999993e-02 -4.3746590000000002e-02
8.0399999999999991e+00 6.5822950000000005e-02 2.2960830000000001e+02 3.1646250000000001e-02 9.4111889999999998e-01 3.5371150000000001e-01 1.0001910000000001e+00 1.0275470000000000e+00 3.4766829999999999e-01 4.3947720000000001e-01 9.9682640000000006e+01 9.1086259999999992e+00 2.6554800000000000e-02 1.1218010000000000e-02 -2.2584409999999999e-02 4.5771239999999998e-02 -7.5845220000000005e-02 -4.4002670000000001e-02
8.0500000000000007e+00 6.5822710000000006e-02 2.2964789999999999e+02 3.1651699999999998e-02 9.4110959999999999e-01 3.5378989999999999e-01 1.0001800000000001e+00 1.0276060000000000e+00 3.4775149999999999e-01 4.3948910000000002e-01 9.9669669999999996e+01 9.1090219999999995e+00 2.6541430000000001e-02 1.1212770000000000e-02 -2.2594590000000001e-02 4.5967899999999999e-02 -7.4565750000000000e-02 -4.4245399999999997e-02
8.0600000000000005e+00 6.5822459999999999e-02 2.2965459999999999e+02 3.1652619999999999e-02 9.4110459999999996e-01 3.5387220000000003e-01 1.0001739999999999e+00 1.0277390000000000e+00 3.4784060000000000e-01 4.3947580000000003e-01 9.9656250000000000e+01 9.1103400000000008e+00 2.6526480000000002e-02 1.1203009999999999e-02 -2.2613470000000000e-02 4.6179409999999997e-02 -7.3244530000000002e-02 -4.4416089999999998e-02
8.0700000000000003e+00 6.5822220000000001e-02 2.2969820000000001e+02 3.1658630000000000e-02 9.4109989999999999e-01 3.5397679999999998e-01 1.0001660000000001e+00 1.0280300000000000e+00 3.4794310000000001e-01 4.3961030000000001e-01 9.9640850000000000e+01 9.1115230000000000e+00 2.6515290000000000e-02 1.1193720000000001e-02 -2.2635269999999999e-02 4.6302019999999999e-02 -7.1954500000000005e-02 -4.4588900000000001e-02
8.0800000000000001e+00 6.5821980000000002e-02 2.2972420000000000e+02 3.1662219999999998e-02 9.4110150000000004e-01 3.5407250000000001e-01 1.0001660000000001e+00 1.0283040000000001e+00 3.4804580000000002e-01 4.3960559999999999e-01 9.9626090000000005e+01 9.1140059999999998e+00 2.6504880000000001e-02 1.1184589999999999e-02 -2.2656280000000001e-02 4.6413210000000003e-02 -7.0667499999999994e-02 -4.4804080000000003e-02
8.0899999999999999e+00 6.5821740000000004e-02 2.2974090000000001e+02 3.1664510000000000e-02 9.4110199999999999e-01 3.5420520000000000e-01 1.0001629999999999e+00 1.0287150000000000e+00 3.4815810000000003e-01 4.4002849999999999e-01 9.9609759999999994e+01 9.1132670000000005e+00 2.6489829999999999e-02 1.1186150000000001e-02 -2.2677630000000001e-02 4.6578050000000003e-02 -6.9528560000000003e-02 -4.5051180000000003e-02
8.0999999999999996e+00 6.5821510000000000e-02 2.2976570000000001e+02 3.1667929999999997e-02 9.4111080000000003e-01 3.5434800000000000e-01 1.0001700000000000e+00 1.0290189999999999e+00 3.4828439999999999e-01 4.4040629999999997e-01 9.9592399999999998e+01 9.1120420000000006e+00 2.6484339999999999e-02 1.1183320000000000e-02 -2.2696220000000000e-02 4.6598790000000001e-02 -6.8318370000000003e-02 -4.5392610000000000e-02
8.1099999999999994e+00 6.5821260000000006e-02 2.2982480000000001e+02 3.1676080000000002e-02 9.4111370000000005e-01 3.5447200000000001e-01 1.0001709999999999e+00 1.0293829999999999e+00 3.4839870000000001e-01 4.4066889999999997e-01 9.9576099999999997e+01 9.1125509999999998e+00 2.6473859999999998e-02 1.1188530000000000e-02 -2.2711289999999999e-02 4.6665850000000002e-02 -6.7202840000000000e-02 -4.5826829999999999e-02
8.1199999999999992e+00 6.5821019999999994e-02 2.2988659999999999e+02 3.1684600000000000e-02 9.4111270000000002e-01 3.5457539999999999e-01 1.0001660000000001e+00 1.0298659999999999e+00 3.4850350000000002e-01 4.4075219999999998e-01 9.9560649999999995e+01 9.1159680000000005e+00 2.6472929999999999e-02 1.1186510000000000e-02 -2.2730210000000001e-02 4.6577269999999997e-02 -6.5988000000000005e-02 -4.6246660000000002e-02
8.1300000000000008e+00 6.5820779999999995e-02 2.2997420000000000e+02 3.1696670000000003e-02 9.4111650000000002e-01 3.5466989999999998e-01 1.0001670000000000e+00 1.0303140000000000e+00 3.4860360000000001e-01 4.4076630000000000e-01 9.9546419999999998e+01 9.1197830000000000e+00 2.6476119999999999e-02 1.1191309999999999e-02 -2.2738580000000001e-02 4.6385980000000000e-02 -6.4845769999999997e-02 -4.6819979999999997e-02
8.1400000000000006e+00 6.5820550000000005e-02 2.3005549999999999e+02 3.1707869999999999e-02 9.4111619999999996e-01 3.5472579999999998e-01 1.0001620000000000e+00 1.0308860000000000e+00 3.4868070000000001e-01 4.4052259999999999e-01 9.9534970000000001e+01 9.1273739999999997e+00 2.6478930000000001e-02 1.1194050000000001e-02 -2.2744090000000002e-02 4.6170309999999999e-02 -6.3652200000000006e-02 -4.7420709999999998e-02
8.1500000000000004e+00 6.5820310000000007e-02 2.3013600000000000e+02 3.1718959999999997e-02 9.4112819999999997e-01 3.5479040000000001e-01 1.0001720000000001e+00 1.0312660000000000e+00 3.4876170000000001e-01 4.4035410000000003e-01 9.9524389999999997e+01 9.1324810000000003e+00 2.6477339999999999e-02 1.1195220000000001e-02 -2.2748410000000000e-02 4.6011190000000000e-02 -6.2432609999999999e-02 -4.8071110000000000e-02
8.1600000000000001e+00 6.5820060000000000e-02 2.3023070000000001e+02 3.1732020000000000e-02 9.4113320000000000e-01 3.5486730000000000e-01 1.0001739999999999e+00 1.0317210000000001e+00 3.4885450000000001e-01 4.4020759999999998e-01 9.9511349999999993e+01 9.1380379999999999e+00 2.6477089999999998e-02 1.1192740000000000e-02 -2.2757940000000001e-02 4.5854220000000001e-02 -6.1167140000000002e-02 -4.8628280000000003e-02
8.1699999999999999e+00 6.5819820000000001e-02 2.3033720000000000e+02 3.1746700000000003e-02 9.4113809999999998e-01 3.5493900000000000e-01 1.0001750000000000e+00 1.0322359999999999e+00 3.4893990000000003e-01 4.4008490000000000e-01 9.9499309999999994e+01 9.1438710000000007e+00 2.6479289999999999e-02 1.1188709999999999e-02 -2.2764800000000002e-02 4.5645650000000003e-02 -5.9885380000000002e-02 -4.9202290000000003e-02
8.1799999999999997e+00 6.5819580000000003e-02 2.3049080000000001e+02 3.1767879999999998e-02 9.4114660000000006e-01 3.5503240000000003e-01 1.0001810000000000e+00 1.0327500000000001e+00 3.4903830000000002e-01 4.4010680000000002e-01 9.9485810000000001e+01 9.1481919999999999e+00 2.6477830000000001e-02 1.1189540000000000e-02 -2.2769830000000001e-02 4.5501500000000000e-02 -5.8671580000000001e-02 -4.9805599999999998e-02
8.1899999999999995e+00 6.5819340000000004e-02 2.3066659999999999e+02 3.1792109999999998e-02 9.4115539999999998e-01 3.5513699999999998e-01 1.0001860000000000e+00 1.0332699999999999e+00 3.4914410000000001e-01 4.4019530000000001e-01 9.9471279999999993e+01 9.1518800000000002e+00 2.6478089999999999e-02 1.1184290000000000e-02 -2.2769210000000002e-02 4.5345919999999998e-02 -5.7397419999999998e-02 -5.0509789999999999e-02
8.1999999999999993e+00 6.5819089999999997e-02 2.3084559999999999e+02 3.1816770000000001e-02 9.4115970000000004e-01 3.5526799999999997e-01 1.0001850000000001e+00 1.0340149999999999e+00 3.4926140000000000e-01 4.4052140000000001e-01 9.9454490000000007e+01 9.1550919999999998e+00 2.6477379999999998e-02 1.1195399999999999e-02 -2.2765799999999999e-02 4.5205809999999999e-02 -5.6375450000000001e-02 -5.1251329999999998e-02
8.2100000000000009e+00 6.5818840000000003e-02 2.3102300000000000e+02 3.1841229999999998e-02 9.4117609999999996e-01 3.5536750000000000e-01 1.0001990000000001e+00 1.0345190000000000e+00 3.4936119999999998e-01 4.4061709999999998e-01 9.9441649999999996e+01 9.1585590000000003e+00 2.6466960000000001e-02 1.1216260000000000e-02 -2.2778770000000000e-02 4.5216810000000003e-02 -5.5521830000000001e-02 -5.1755370000000002e-02
8.2200000000000006e+00 6.5818580000000002e-02 2.3119100000000000e+02 3.1864379999999998e-02 9.4118679999999999e-01 3.5549550000000002e-01 1.0002070000000001e+00 1.0350200000000001e+00 3.4947699999999998e-01 4.4091680000000000e-01 9.9425929999999994e+01 9.1598780000000009e+00 2.6453049999999999e-02 1.1221560000000000e-02 -2.2794160000000001e-02 4.5284020000000001e-02 -5.4493809999999997e-02 -5.2232340000000002e-02
8.2300000000000004e+00 6.5818329999999994e-02 2.3138329999999999e+02 3.1890889999999998e-02 9.4120360000000003e-01 3.5564970000000001e-01 1.0002219999999999e+00 1.0353460000000001e+00 3.4960459999999999e-01 4.4145040000000002e-01 9.9409329999999997e+01 9.1572200000000006e+00 2.6444550000000001e-02 1.1221540000000000e-02 -2.2821250000000001e-02 4.5289129999999997e-02 -5.3428290000000003e-02 -5.2547280000000002e-02
8.2400000000000002e+00 6.5818080000000001e-02 2.3153010000000000e+02 3.1911109999999999e-02 9.4120700000000002e-01 3.5579290000000002e-01 1.0002219999999999e+00 1.0358440000000000e+00 3.4972070000000000e-01 4.4197880000000000e-01 9.9392809999999997e+01 9.1561470000000007e+00 2.6434690000000000e-02 1.1224670000000001e-02 -2.2849589999999999e-02 4.5332919999999999e-02 -5.2423820000000003e-02 -5.2827840000000001e-02
8.2500000000000000e+00 6.5817819999999999e-02 2.3165760000000000e+02 3.1928699999999997e-02 9.4121310000000002e-01 3.5591919999999999e-01 1.0002260000000001e+00 1.0362030000000000e+00 3.4982400000000002e-01 4.4242989999999999e-01 9.9378500000000003e+01 9.1546479999999999e+00 2.6430970000000002e-02 1.1238110000000001e-02 -2.2871340000000000e-02 4.5306640000000002e-02 -5.1599060000000002e-02 -5.3206310000000000e-02
8.2599999999999998e+00 6.5817570000000006e-02 2.3177670000000001e+02 3.1945099999999997e-02 9.4122220000000001e-01 3.5604069999999999e-01 1.0002340000000001e+00 1.0364400000000000e+00 3.4992370000000000e-01 4.4286219999999998e-01 9.9365120000000005e+01 9.1522810000000003e+00 2.6424509999999998e-02 1.1260800000000000e-02 -2.2898709999999999e-02 4.5361190000000003e-02 -5.0965459999999997e-02 -5.3522680000000003e-02
8.2699999999999996e+00 6.5817310000000004e-02 2.3188110000000000e+02 3.1959500000000002e-02 9.4122099999999997e-01 3.5615500000000000e-01 1.0002300000000000e+00 1.0367010000000001e+00 3.5001719999999997e-01 4.4327299999999997e-01 9.9351519999999994e+01 9.1503379999999996e+00 2.6415290000000001e-02 1.1270179999999999e-02 -2.2923050000000000e-02 4.5503080000000001e-02 -5.0193010000000003e-02 -5.3905250000000002e-02
8.2799999999999994e+00 6.5817059999999997e-02 2.3199449999999999e+02 3.1975129999999997e-02 9.4121310000000002e-01 3.5626449999999998e-01 1.0002190000000000e+00 1.0369809999999999e+00 3.5010619999999998e-01 4.4367279999999998e-01 9.9337819999999994e+01 9.1486870000000007e+00 2.6414960000000001e-02 1.1290020000000000e-02 -2.2945009999999998e-02 4.5552919999999997e-02 -4.9643000000000000e-02 -5.4325550000000000e-02
8.2899999999999991e+00 6.5816799999999995e-02 2.3211869999999999e+02 3.1992239999999998e-02 9.4120760000000003e-01 3.5641929999999999e-01 1.0002120000000001e+00 1.0371170000000001e+00 3.5023100000000001e-01 4.4425389999999998e-01 9.9319419999999994e+01 9.1439000000000004e+00 2.6416419999999999e-02 1.1314470000000000e-02 -2.2966520000000001e-02 4.5622759999999998e-02 -4.9219190000000003e-02 -5.4749050000000000e-02
8.3000000000000007e+00 6.5816550000000001e-02 2.3221879999999999e+02 3.2006039999999999e-02 9.4119609999999998e-01 3.5655350000000002e-01 1.0001990000000001e+00 1.0372760000000001e+00 3.5034840000000000e-01 4.4462760000000001e-01 9.9301429999999996e+01 9.1414580000000001e+00 2.6416380000000000e-02 1.1327570000000000e-02 -2.2990370000000000e-02 4.5775799999999998e-02 -4.8692770000000003e-02 -5.5158609999999997e-02
8.3100000000000005e+00 6.5816290000000000e-02 2.3234940000000000e+02 3.2024039999999997e-02 9.4118539999999995e-01 3.5671120000000001e-01 1.0001860000000000e+00 1.0374420000000000e+00 3.5047620000000002e-01 4.4520979999999999e-01 9.9282039999999995e+01 9.1369419999999995e+00 2.6419850000000002e-02 1.1333460000000000e-02 -2.3012700000000001e-02 4.5959040000000000e-02 -4.8117559999999997e-02 -5.5637220000000001e-02
8.3200000000000003e+00 6.5816029999999998e-02 2.3250290000000001e+02 3.2045190000000001e-02 9.4117399999999996e-01 3.5689969999999999e-01 1.0001709999999999e+00 1.0377620000000001e+00 3.5062579999999999e-01 4.4595020000000002e-01 9.9259399999999999e+01 9.1321630000000003e+00 2.6409100000000001e-02 1.1341850000000001e-02 -2.3021719999999999e-02 4.6429770000000002e-02 -4.7591870000000001e-02 -5.6338720000000002e-02
8.3300000000000001e+00 6.5815769999999996e-02 2.3268610000000001e+02 3.2070439999999999e-02 9.4116970000000000e-01 3.5708640000000003e-01 1.0001650000000000e+00 1.0379220000000000e+00 3.5077680000000000e-01 4.4664470000000001e-01 9.9237449999999995e+01 9.1264660000000006e+00 2.6414750000000001e-02 1.1344160000000001e-02 -2.3033950000000001e-02 4.6731479999999999e-02 -4.7031240000000002e-02 -5.7037230000000001e-02
8.3399999999999999e+00 6.5815520000000002e-02 2.3285400000000001e+02 3.2093579999999997e-02 9.4116889999999997e-01 3.5727280000000000e-01 1.0001629999999999e+00 1.0380419999999999e+00 3.5092600000000002e-01 4.4735809999999998e-01 9.9216149999999999e+01 9.1202450000000006e+00 2.6421759999999999e-02 1.1349730000000001e-02 -2.3041519999999999e-02 4.7103949999999999e-02 -4.6560140000000000e-02 -5.7833099999999998e-02
8.3499999999999996e+00 6.5815269999999995e-02 2.3302240000000000e+02 3.2116800000000001e-02 9.4117530000000005e-01 3.5744890000000001e-01 1.0001700000000000e+00 1.0380010000000000e+00 3.5107169999999999e-01 4.4796659999999999e-01 9.9196230000000000e+01 9.1136870000000005e+00 2.6431300000000001e-02 1.1359240000000000e-02 -2.3037019999999998e-02 4.7507609999999999e-02 -4.6183360000000000e-02 -5.8824120000000001e-02
8.3599999999999994e+00 6.5815009999999993e-02 2.3318320000000000e+02 3.2138960000000001e-02 9.4118700000000000e-01 3.5763349999999999e-01 1.0001840000000000e+00 1.0377170000000000e+00 3.5121790000000003e-01 4.4869700000000001e-01 9.9177009999999996e+01 9.1037769999999991e+00 2.6442680000000000e-02 1.1359330000000001e-02 -2.3046080000000000e-02 4.7959030000000000e-02 -4.5701529999999997e-02 -5.9634550000000001e-02
8.3699999999999992e+00 6.5814760000000000e-02 2.3334440000000001e+02 3.2161179999999998e-02 9.4118869999999999e-01 3.5779600000000000e-01 1.0001880000000001e+00 1.0374859999999999e+00 3.5134759999999998e-01 4.4932549999999999e-01 9.9159030000000001e+01 9.0953789999999994e+00 2.6453930000000000e-02 1.1350839999999999e-02 -2.3048470000000001e-02 4.8466490000000001e-02 -4.5139360000000003e-02 -6.0544359999999998e-02
8.3800000000000008e+00 6.5814510000000007e-02 2.3348769999999999e+02 3.2180920000000002e-02 9.4120110000000001e-01 3.5795420000000000e-01 1.0002040000000001e+00 1.0369800000000000e+00 3.5146739999999999e-01 4.5003060000000000e-01 9.9143770000000004e+01 9.0838180000000008e+00 2.6457789999999998e-02 1.1345400000000000e-02 -2.3060470000000000e-02 4.9150880000000001e-02 -4.4663439999999999e-02 -6.1314229999999997e-02
8.3900000000000006e+00 6.5814250000000005e-02 2.3361189999999999e+02 3.2198039999999997e-02 9.4120300000000001e-01 3.5810839999999999e-01 1.0002089999999999e+00 1.0365759999999999e+00 3.5158270000000003e-01 4.5073500000000000e-01 9.9127960000000002e+01 9.0731870000000008e+00 2.6460230000000001e-02 1.1332109999999999e-02 -2.3072800000000001e-02 4.9915660000000001e-02 -4.4121180000000003e-02 -6.2084649999999998e-02
8.4000000000000004e+00 6.5813999999999998e-02 2.3375000000000000e+02 3.2217080000000002e-02 9.4120459999999995e-01 3.5829090000000002e-01 1.0002130000000000e+00 1.0362160000000000e+00 3.5171269999999999e-01 4.5166430000000002e-01 9.9110050000000001e+01 9.0606980000000004e+00 2.6467180000000000e-02 1.1333620000000001e-02 -2.3078959999999999e-02 5.0695240000000003e-02 -4.3774239999999999e-02 -6.2959870000000001e-02
8.4100000000000001e+00 6.5813750000000004e-02 2.3387430000000001e+02 3.2234209999999999e-02 9.4120910000000002e-01 3.5845769999999999e-01 1.0002200000000001e+00 1.0358010000000000e+00 3.5183690000000001e-01 4.5243600000000000e-01 9.9093289999999996e+01 9.0493400000000008e+00 2.6481210000000002e-02 1.1337790000000000e-02 -2.3086420000000000e-02 5.1435519999999998e-02 -4.3444999999999998e-02 -6.3784919999999995e-02
8.4199999999999999e+00 6.5813499999999997e-02 2.3399449999999999e+02 3.2250780000000000e-02 9.4121060000000001e-01 3.5865290000000000e-01 1.0002240000000000e+00 1.0354360000000000e+00 3.5197729999999999e-01 4.5340999999999998e-01 9.9073920000000001e+01 9.0364319999999996e+00 2.6489320000000000e-02 1.1338920000000001e-02 -2.3091150000000001e-02 5.2302080000000001e-02 -4.3077879999999999e-02 -6.4664810000000003e-02
8.4299999999999997e+00 6.5813250000000004e-02 2.3412830000000000e+02 3.2269210000000000e-02 9.4121350000000004e-01 3.5886200000000001e-01 1.0002300000000000e+00 1.0350740000000000e+00 3.5212610000000000e-01 4.5447510000000002e-01 9.9053520000000006e+01 9.0226830000000007e+00 2.6490830000000000e-02 1.1340100000000001e-02 -2.3101930000000000e-02 5.3315160000000000e-02 -4.2708080000000002e-02 -6.5484950000000000e-02
8.4399999999999995e+00 6.5812990000000002e-02 2.3427449999999999e+02 3.2289369999999998e-02 9.4121999999999995e-01 3.5908000000000001e-01 1.0002390000000001e+00 1.0347440000000001e+00 3.5229139999999998e-01 4.5544109999999999e-01 9.9031160000000000e+01 9.0102360000000008e+00 2.6499940000000000e-02 1.1352770000000000e-02 -2.3120080000000001e-02 5.4257189999999997e-02 -4.2516419999999999e-02 -6.6196950000000004e-02
8.4499999999999993e+00 6.5812730000000000e-02 2.3437870000000001e+02 3.2303720000000001e-02 9.4122390000000000e-01 3.5931740000000001e-01 1.0002439999999999e+00 1.0345700000000000e+00 3.5246810000000001e-01 4.5654070000000002e-01 9.9006850000000000e+01 8.9978649999999991e+00 2.6508589999999999e-02 1.1378530000000000e-02 -2.3138710000000000e-02 5.5226499999999998e-02 -4.2495909999999998e-02 -6.6904000000000005e-02
8.4600000000000009e+00 6.5812469999999998e-02 2.3451769999999999e+02 3.2322890000000000e-02 9.4123029999999996e-01 3.5953269999999998e-01 1.0002519999999999e+00 1.0344040000000001e+00 3.5264050000000002e-01 4.5736569999999999e-01 9.8983419999999995e+01 8.9883039999999994e+00 2.6517140000000002e-02 1.1384470000000001e-02 -2.3156119999999999e-02 5.6208139999999997e-02 -4.2172979999999999e-02 -6.7616150000000000e-02
8.4700000000000006e+00 6.5812200000000001e-02 2.3464169999999999e+02 3.2339979999999997e-02 9.4123420000000002e-01 3.5976970000000003e-01 1.0002560000000000e+00 1.0343220000000000e+00 3.5283480000000000e-01 4.5820880000000003e-01 9.8956599999999995e+01 8.9793210000000006e+00 2.6528260000000001e-02 1.1393220000000001e-02 -2.3160199999999999e-02 5.7163970000000001e-02 -4.1816770000000003e-02 -6.8490570000000001e-02
8.4800000000000004e+00 6.5811939999999999e-02 2.3472200000000001e+02 3.2351039999999998e-02 9.4124160000000001e-01 3.6002070000000003e-01 1.0002640000000000e+00 1.0342450000000001e+00 3.5303889999999999e-01 4.5912579999999997e-01 9.8928799999999995e+01 8.9696770000000008e+00 2.6532130000000001e-02 1.1397380000000000e-02 -2.3172020000000002e-02 5.8244379999999998e-02 -4.1327250000000003e-02 -6.9216479999999997e-02
8.4900000000000002e+00 6.5811690000000006e-02 2.3482470000000001e+02 3.2365199999999997e-02 9.4125219999999998e-01 3.6026540000000001e-01 1.0002770000000001e+00 1.0340540000000000e+00 3.5324889999999998e-01 4.5986339999999998e-01 9.8900630000000007e+01 8.9608220000000003e+00 2.6534970000000001e-02 1.1395789999999999e-02 -2.3177619999999999e-02 5.9317090000000003e-02 -4.0689000000000003e-02 -6.9997119999999996e-02
8.5000000000000000e+00 6.5811449999999994e-02 2.3491659999999999e+02 3.2377860000000001e-02 9.4126299999999996e-01 3.6053059999999998e-01 1.0002899999999999e+00 1.0337350000000001e+00 3.5347210000000001e-01 4.6072580000000002e-01 9.8870739999999998e+01 8.9496749999999992e+00 2.6536359999999998e-02 1.1387260000000000e-02 -2.3185890000000001e-02 6.0390460000000000e-02 -3.9874430000000002e-02 -7.0720149999999996e-02
8.5099999999999998e+00 6.5811200000000000e-02 2.3498960000000000e+02 3.2387920000000001e-02 9.4126659999999995e-01 3.6077369999999997e-01 1.0002960000000001e+00 1.0334399999999999e+00 3.5368290000000002e-01 4.6142739999999999e-01 9.8841830000000002e+01 8.9403140000000008e+00 2.6541309999999999e-02 1.1384679999999999e-02 -2.3200900000000000e-02 6.1387360000000002e-02 -3.9098359999999999e-02 -7.1351209999999998e-02
